"Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Data Item","Domain","Chemical Name","Chemical Type","Chemical Code","Value","CV (%)"
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","INSECTICIDE","ETOXAZOLE","107091",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","INSECTICIDE","FENBUTATIN-OXIDE","104601",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","INSECTICIDE","FENPROPATHRIN","127901",6600,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","INSECTICIDE","FENPYROXIMATE","129131",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","INSECTICIDE","FLONICAMID","128016",6200,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","INSECTICIDE","FLUPYRADIFURONE","122304",5000,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","INSECTICIDE","HEXYTHIAZOX","128849",5400,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","INSECTICIDE","IMIDACLOPRID","129099",3100,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","INSECTICIDE","LAMBDA-CYHALOTHRIN","128897",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","INSECTICIDE","MALATHION","57701",19400,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","INSECTICIDE","METHOXYFENOZIDE","121027",7900,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","INSECTICIDE","NALED","34401",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","INSECTICIDE","NEEM OIL","25006",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","INSECTICIDE","NEEM OIL, CLAR. HYD.","25007",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","INSECTICIDE","NOVALURON","124002",5600,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","INSECTICIDE","PIPERONYL BUTOXIDE","67501",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","INSECTICIDE","PYRETHRINS","69001",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","INSECTICIDE","PYRIDABEN","129105",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","INSECTICIDE","SPINETORAM","110007",3800,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","INSECTICIDE","SPINOSAD","110003",2000,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","INSECTICIDE","THIAMETHOXAM","60109",1300,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","INSECTICIDE","TOTAL",NA,231600,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","OTHER","ACIBENZOLAR-S-METHYL","61402",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","OTHER","CAPSICUM OLEORESIN EXTRACT","70704",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","OTHER","CHLOROPICRIN","81501",11299000,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","OTHER","DICHLOROPROPENE","29001",1642600,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","OTHER","FLUTRIAFOL","128940",3900,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","OTHER","GARLIC OIL","128827",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","OTHER","HYDROGEN PEROXIDE","595",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","OTHER","IRON PHOSPHATE","34903",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","OTHER","METALDEHYDE","53001",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","OTHER","METAM-POTASSIUM","39002",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","OTHER","METAM-SODIUM","39003",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","OTHER","PEROXYACETIC ACID","63201",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009","6800",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","OTHER","REYNOUTRIA SACHALINE","55809",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","OTHER","TOTAL",NA,15611900,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FERTILIZER","FERTILIZER","NITROGEN",NA,393000,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FERTILIZER","FERTILIZER","PHOSPHATE",NA,216000,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FERTILIZER","FERTILIZER","POTASH",NA,393000,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FERTILIZER","FERTILIZER","SULFUR",NA,NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","AZOXYSTROBIN","128810",0.234,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747","16482",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","BACILLUS SUBTILIS","6479",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","BLAD","30006",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","BORAX DECAHYDRATE","11102",0.042,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","BOSCALID","128008",0.354,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19","6544",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","CAPTAN","81301",1.693,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","CYFLUFENAMID","555550",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",0.316,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","DIFENOCONAZOLE","128847",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","FENHEXAMID","90209",0.659,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",0.211,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","FLUOPYRAM","80302",0.119,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","FLUXAPYROXAD","138009",0.161,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","FOSETYL-AL","123301",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","ISOFETAMID","270000",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","MEFENOXAM","113502",0.5,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","MONO-POTASSIUM SALT","76416",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","MYCLOBUTANIL","128857",0.105,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","PENTHIOPYRAD","90112",0.271,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","POLYOXIN D ZINC SALT","230000",0.061,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","PROPICONAZOLE","122101",0.112,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","PYDIFLUMETOFEN","90110",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","PYRACLOSTROBIN","99100",0.167,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","PYRIMETHANIL","288201",0.658,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","QUINOLINE","55459",0.095,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","SULFUR","77501",5.471,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","TETRACONAZOLE","120603",0.036,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","THIOPHANATE-METHYL","102001",0.695,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","THIRAM","79801",2.201,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","TRIFLOXYSTROBIN","129112",0.119,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","TRIFLUMIZOLE","128879",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","HERBICIDE","CARFENTRAZONE-ETHYL","128712",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","HERBICIDE","FLUMIOXAZIN","129034",0.078,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","HERBICIDE","OXYFLUORFEN","111601",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","HERBICIDE","PENDIMETHALIN","108501",0.923,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","ABAMECTIN","122804",0.019,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","ACEQUINOCYL","6329",0.299,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","ACETAMIPRID","99050",0.129,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","AZADIRACHTIN","121701",0.03,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","BEAUVERIA BASSIANA","128924",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","BIFENAZATE","586",0.5,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","BIFENTHRIN","128825",0.116,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","BT KURSTAK ABTS-1857","6523",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","BT KURSTAKI ABTS-351","6522",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","BT KURSTAKI SA-11","6519",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","CANOLA OIL","11332",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","CHLORANTRANILIPROLE","90100",0.063,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA","16329",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","CYANTRANILIPROLE","90098",0.117,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","CYFLUMETOFEN","138831",0.178,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","ETOXAZOLE","107091",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","FENBUTATIN-OXIDE","104601",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","FENPROPATHRIN","127901",0.26,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","FENPYROXIMATE","129131",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","FLONICAMID","128016",0.087,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","FLUPYRADIFURONE","122304",0.182,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","HEXYTHIAZOX","128849",0.186,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","IMIDACLOPRID","129099",0.457,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","LAMBDA-CYHALOTHRIN","128897",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","MALATHION","57701",1.807,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","METHOXYFENOZIDE","121027",0.169,NA
